source,target,weight
10.16628/j.cnki.2095-8188.2025.11.006,10.19585/j.zjdl.202506005,0.5482892649071496
10.16628/j.cnki.2095-8188.2025.11.006,10.19651/j.cnki.emt.2519013,0.6086116686897369
10.16628/j.cnki.2095-8188.2025.11.006,10.19725/j.cnki.1007-2322.2024.0085,0.5701229064078333
10.16628/j.cnki.2095-8188.2025.11.006,10.19768/j.cnki.dgjs.2025.14.035,0.5378528742004771
10.16628/j.cnki.2095-8188.2025.11.006,10.27029/d.cnki.ggdgu.2025.002295,0.5111012519999519
10.16628/j.cnki.2095-8188.2025.11.006,10.27047/d.cnki.ggudu.2024.003176,0.5270462766947299
10.16628/j.cnki.2095-8188.2025.11.006,10.27327/d.cnki.gshnu.2025.001911,0.5855400437691199
10.16628/j.cnki.2095-8188.2025.11.006,10.27753/d.cnki.gcqgx.2025.001522,0.5463902214100085
10.16628/j.cnki.2095-8188.2025.11.006,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,0.45418687154706955
10.16628/j.cnki.2095-8188.2025.11.006,基于标准化麻雀搜索算法的微电网调度研究,0.48304589153964794
10.16628/j.cnki.2095-8188.2025.11.006,基于深度学习的电力输配电线路节能降耗技术研究,0.5124500385567423
10.16628/j.cnki.2095-8188.2025.11.006,基于深度学习的电网负荷预测与调度优化研究,0.48304589153964794
10.16628/j.cnki.2095-8188.2025.11.006,面向智能化的智慧园区微电网调度优化方法,0.5863527298559492
10.16786/j.cnki.1671-8887.eem.2025.06.009,10.19783/j.cnki.pspc.241701,0.5276448530110863
10.16786/j.cnki.1671-8887.eem.2025.06.009,10.26918/d.cnki.ghngc.2025.001579,0.3913118960624632
10.16786/j.cnki.1671-8887.eem.2025.06.009,10.27029/d.cnki.ggdgu.2025.000906,0.3865103412619629
10.16786/j.cnki.1671-8887.eem.2025.06.009,10.27034/d.cnki.ggxiu.2025.000594,0.48536267169707553
10.16786/j.cnki.1671-8887.eem.2025.06.009,10.27047/d.cnki.ggudu.2024.003176,0.3118047822311617
10.16786/j.cnki.1671-8887.eem.2025.06.009,10.27753/d.cnki.gcqgx.2025.001522,0.30304576336566325
