来源库,题名,作者,单位,文献来源,摘要,发表时间,年份,DOI,基金,全文链接,语言,来源文件,citing_paper,cited_paper,cited_title
,Short-Term Electricity Consumption Forecasting at Residential Level,"Banga, A",,,"The need for electricity has increased as the population, electrical appliances, electric cars, and industrialization have grown. Therefore, an accurate short-term electricity forecasting is required because it is helpful in day-to-day scheduling activities of utility companies like transmission and generation of electric energy. It can make the power grid safe, reduce electricity production costs, and fulfil user needs and economic and environment benefits. A single model may not be able to solve the electricity consumption problem because it contains linear and non-linear data. In this study, a two-phase hybrid machine learning model is developed for electricity utilisation prediction at a residential level. In the first phase, two algorithms, namely extreme gradient-boosting and linear regression are combined to learn the trend, seasonality, randomness, and cyclic components of the data. In the second phase, a voting ensemble model optimized is applied considering the best three models from 11 baseline models and weight parameter of the models is optimized using genetic algorithm. The developed model outperformed all models (baseline and state-of-the-art) considering four performance parameters over the individual household electric power consumption dataset. The proposed model has given Mean Squared Error (MSE) value of 0.025, Room Mean Squared Error (RMSE) value of 0.162, Mean Absolute Error (MAE) value of 0.129, and Mean Absolute Percentage Error (MAPE) value of 15.61 on a daily-level dataset. The proposed model has given a 0.159 MSE value, 0.387 RMSE value, 0.283 MAE value, and 25.07 MAPE value on an hourly-level dataset. Analysis of variance one-way statistical test is applied to show that results are statistically significant.",,2024,10.5152/electrica.2024.22107,,,english,raw_data（wos).csv,10.5152/electrica.2024.22107,10.1007/S44163-025-00696-W,Research on explainable BiGRU deep learning framework for short term load forecasting in smart power systems
,Short-Term Electricity Consumption Forecasting at Residential Level,"Banga, A",,,"The need for electricity has increased as the population, electrical appliances, electric cars, and industrialization have grown. Therefore, an accurate short-term electricity forecasting is required because it is helpful in day-to-day scheduling activities of utility companies like transmission and generation of electric energy. It can make the power grid safe, reduce electricity production costs, and fulfil user needs and economic and environment benefits. A single model may not be able to solve the electricity consumption problem because it contains linear and non-linear data. In this study, a two-phase hybrid machine learning model is developed for electricity utilisation prediction at a residential level. In the first phase, two algorithms, namely extreme gradient-boosting and linear regression are combined to learn the trend, seasonality, randomness, and cyclic components of the data. In the second phase, a voting ensemble model optimized is applied considering the best three models from 11 baseline models and weight parameter of the models is optimized using genetic algorithm. The developed model outperformed all models (baseline and state-of-the-art) considering four performance parameters over the individual household electric power consumption dataset. The proposed model has given Mean Squared Error (MSE) value of 0.025, Room Mean Squared Error (RMSE) value of 0.162, Mean Absolute Error (MAE) value of 0.129, and Mean Absolute Percentage Error (MAPE) value of 15.61 on a daily-level dataset. The proposed model has given a 0.159 MSE value, 0.387 RMSE value, 0.283 MAE value, and 25.07 MAPE value on an hourly-level dataset. Analysis of variance one-way statistical test is applied to show that results are statistically significant.",,2024,10.5152/electrica.2024.22107,,,english,raw_data（wos).csv,10.5152/electrica.2024.22107,面向智能化的智慧园区微电网调度优化方法,面向智能化的智慧园区微电网调度优化方法
,Short-Term Electricity Consumption Forecasting at Residential Level,"Banga, A",,,"The need for electricity has increased as the population, electrical appliances, electric cars, and industrialization have grown. Therefore, an accurate short-term electricity forecasting is required because it is helpful in day-to-day scheduling activities of utility companies like transmission and generation of electric energy. It can make the power grid safe, reduce electricity production costs, and fulfil user needs and economic and environment benefits. A single model may not be able to solve the electricity consumption problem because it contains linear and non-linear data. In this study, a two-phase hybrid machine learning model is developed for electricity utilisation prediction at a residential level. In the first phase, two algorithms, namely extreme gradient-boosting and linear regression are combined to learn the trend, seasonality, randomness, and cyclic components of the data. In the second phase, a voting ensemble model optimized is applied considering the best three models from 11 baseline models and weight parameter of the models is optimized using genetic algorithm. The developed model outperformed all models (baseline and state-of-the-art) considering four performance parameters over the individual household electric power consumption dataset. The proposed model has given Mean Squared Error (MSE) value of 0.025, Room Mean Squared Error (RMSE) value of 0.162, Mean Absolute Error (MAE) value of 0.129, and Mean Absolute Percentage Error (MAPE) value of 15.61 on a daily-level dataset. The proposed model has given a 0.159 MSE value, 0.387 RMSE value, 0.283 MAE value, and 25.07 MAPE value on an hourly-level dataset. Analysis of variance one-way statistical test is applied to show that results are statistically significant.",,2024,10.5152/electrica.2024.22107,,,english,raw_data（wos).csv,10.5152/electrica.2024.22107,10.13535/j.cnki.10-1507/n.2024.15.30,基于多能互补的微电网调度策略研究
,Transforming smart homes via P2P energy trading using robust forecasting,"Raza, A",,,"With the advent of smart grids, advanced information infrastructures, advanced metering facilities, bidirectional exchange of information, and battery storage home area networks have all transformed the electricity consumption and energy efficiency. There is a significant shift in the energy management structure from the traditional centralized infrastructure to the flexible demand side driven cyber-physical power systems with clean energy and energy storage system. These changes have significantly evolved the home energy management (HEM) space. Consequently, stakeholders must define their responsibilities, create efficient regulatory frameworks, and test out novel commercial strategies. P2P energy trading appears to be a feasible solution in these circumstances, allowing users to trade electricity with one another before becoming completely reliant on the utility. P2P energy trading offers a more stable platform for energy trade by facilitating the exchange of energy between prosumers and consumers. This research proposes a novel demand and generation prediction techniques of P2P HEMS for optimal energy using the Multi-Objective Optimization model. An enhanced Wild Horse Optimization technique was first used to summarize historical records' qualities. Then, the Bi-LSTM is used to predict the demand and generation values. Furthermore, a Grasshopper optimization (GHO) approach is employed to fine-tune the model's hyperparameters. The P2P HEMS demand and generation prediction framework is offered with a probabilistic and fault evaluation that upholds load flow balance between need and supply for continuous operations. It results in an intelligent community transforming cities into smart ones, opening new avenues for scientific research in terms of technological developments.",,2024,10.1016/j.rineng.2024.102766,,,english,raw_data（wos).csv,10.1016/j.rineng.2024.102766,一种双阶段电力数据异常分析模型,一种双阶段电力数据异常分析模型
,Transforming smart homes via P2P energy trading using robust forecasting,"Raza, A",,,"With the advent of smart grids, advanced information infrastructures, advanced metering facilities, bidirectional exchange of information, and battery storage home area networks have all transformed the electricity consumption and energy efficiency. There is a significant shift in the energy management structure from the traditional centralized infrastructure to the flexible demand side driven cyber-physical power systems with clean energy and energy storage system. These changes have significantly evolved the home energy management (HEM) space. Consequently, stakeholders must define their responsibilities, create efficient regulatory frameworks, and test out novel commercial strategies. P2P energy trading appears to be a feasible solution in these circumstances, allowing users to trade electricity with one another before becoming completely reliant on the utility. P2P energy trading offers a more stable platform for energy trade by facilitating the exchange of energy between prosumers and consumers. This research proposes a novel demand and generation prediction techniques of P2P HEMS for optimal energy using the Multi-Objective Optimization model. An enhanced Wild Horse Optimization technique was first used to summarize historical records' qualities. Then, the Bi-LSTM is used to predict the demand and generation values. Furthermore, a Grasshopper optimization (GHO) approach is employed to fine-tune the model's hyperparameters. The P2P HEMS demand and generation prediction framework is offered with a probabilistic and fault evaluation that upholds load flow balance between need and supply for continuous operations. It results in an intelligent community transforming cities into smart ones, opening new avenues for scientific research in terms of technological developments.",,2024,10.1016/j.rineng.2024.102766,,,english,raw_data（wos).csv,10.1016/j.rineng.2024.102766,10.16628/j.cnki.2095-8188.2025.11.006,基于ADKDE-LSTM的变电站短期负荷功率区间预测研究
,Transforming smart homes via P2P energy trading using robust forecasting,"Raza, A",,,"With the advent of smart grids, advanced information infrastructures, advanced metering facilities, bidirectional exchange of information, and battery storage home area networks have all transformed the electricity consumption and energy efficiency. There is a significant shift in the energy management structure from the traditional centralized infrastructure to the flexible demand side driven cyber-physical power systems with clean energy and energy storage system. These changes have significantly evolved the home energy management (HEM) space. Consequently, stakeholders must define their responsibilities, create efficient regulatory frameworks, and test out novel commercial strategies. P2P energy trading appears to be a feasible solution in these circumstances, allowing users to trade electricity with one another before becoming completely reliant on the utility. P2P energy trading offers a more stable platform for energy trade by facilitating the exchange of energy between prosumers and consumers. This research proposes a novel demand and generation prediction techniques of P2P HEMS for optimal energy using the Multi-Objective Optimization model. An enhanced Wild Horse Optimization technique was first used to summarize historical records' qualities. Then, the Bi-LSTM is used to predict the demand and generation values. Furthermore, a Grasshopper optimization (GHO) approach is employed to fine-tune the model's hyperparameters. The P2P HEMS demand and generation prediction framework is offered with a probabilistic and fault evaluation that upholds load flow balance between need and supply for continuous operations. It results in an intelligent community transforming cities into smart ones, opening new avenues for scientific research in terms of technological developments.",,2024,10.1016/j.rineng.2024.102766,,,english,raw_data（wos).csv,10.1016/j.rineng.2024.102766,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究
,Transforming smart homes via P2P energy trading using robust forecasting,"Raza, A",,,"With the advent of smart grids, advanced information infrastructures, advanced metering facilities, bidirectional exchange of information, and battery storage home area networks have all transformed the electricity consumption and energy efficiency. There is a significant shift in the energy management structure from the traditional centralized infrastructure to the flexible demand side driven cyber-physical power systems with clean energy and energy storage system. These changes have significantly evolved the home energy management (HEM) space. Consequently, stakeholders must define their responsibilities, create efficient regulatory frameworks, and test out novel commercial strategies. P2P energy trading appears to be a feasible solution in these circumstances, allowing users to trade electricity with one another before becoming completely reliant on the utility. P2P energy trading offers a more stable platform for energy trade by facilitating the exchange of energy between prosumers and consumers. This research proposes a novel demand and generation prediction techniques of P2P HEMS for optimal energy using the Multi-Objective Optimization model. An enhanced Wild Horse Optimization technique was first used to summarize historical records' qualities. Then, the Bi-LSTM is used to predict the demand and generation values. Furthermore, a Grasshopper optimization (GHO) approach is employed to fine-tune the model's hyperparameters. The P2P HEMS demand and generation prediction framework is offered with a probabilistic and fault evaluation that upholds load flow balance between need and supply for continuous operations. It results in an intelligent community transforming cities into smart ones, opening new avenues for scientific research in terms of technological developments.",,2024,10.1016/j.rineng.2024.102766,,,english,raw_data（wos).csv,10.1016/j.rineng.2024.102766,10.1155/DSN/7868626,Intelligent Electricity Consumption Prediction for Smart Home Based on BiLSTM‐Attention
硕士,基于多目标优化算法的电力系统优化调度研究,阚绪状,安徽工程大学,安徽工程大学,,2024/5/23,2024,10.27763/d.cnki.gahgc.2024.000190,,,english,CNKI-20260327180524663.csv,10.27763/d.cnki.gahgc.2024.000190,10.19768/j.cnki.dgjs.2025.14.035,基于粒子群算法的微电网调度研究分析
硕士,基于多目标优化算法的电力系统优化调度研究,阚绪状,安徽工程大学,安徽工程大学,,2024/5/23,2024,10.27763/d.cnki.gahgc.2024.000190,,,english,CNKI-20260327180524663.csv,10.27763/d.cnki.gahgc.2024.000190,基于分布式优化算法的电力系统负荷预测方法,基于分布式优化算法的电力系统负荷预测方法
硕士,基于多目标优化算法的电力系统优化调度研究,阚绪状,安徽工程大学,安徽工程大学,,2024/5/23,2024,10.27763/d.cnki.gahgc.2024.000190,,,english,CNKI-20260327180524663.csv,10.27763/d.cnki.gahgc.2024.000190,10.27047/d.cnki.ggudu.2024.003176,基于混合储能系统微电网模型的容量配置及实时优化调度研究
硕士,基于多目标优化算法的电力系统优化调度研究,阚绪状,安徽工程大学,安徽工程大学,,2024/5/23,2024,10.27763/d.cnki.gahgc.2024.000190,,,english,CNKI-20260327180524663.csv,10.27763/d.cnki.gahgc.2024.000190,10.1080/23311916.2025.2555341,Demand response for efficient power generation in smart grids using hyper–local weather prediction
硕士,基于多目标优化算法的电力系统优化调度研究,阚绪状,安徽工程大学,安徽工程大学,"随着能源危机和环境问题的日益加剧,传统能源已难以满足人们持续增长的能源需求,清洁丰富的可再生能源成为未来能源发展的重要方向,分布式可再生能源发电技术正处于快速发展阶段。作为新能源发展的重要平台,微电网因其在能源配置中的灵活性而受到广泛关注。微电网可以融合多种分布式电源,然而,分布式电源的加入使得微电网系统变得更加复杂,供需不平衡问题更加突出,给微电网的优化调度带来了新的挑战。鉴于此,研究如何应用智能优化算法来提高微电网调度的经济性和稳定性,具有重要实际意义。",2024/5/23,2024,10.27763/d.cnki.gahgc.2024.000190,,,english,raw_data(CNKI).csv,10.27763/d.cnki.gahgc.2024.000190,10.19768/j.cnki.dgjs.2025.14.035,基于粒子群算法的微电网调度研究分析
硕士,基于多目标优化算法的电力系统优化调度研究,阚绪状,安徽工程大学,安徽工程大学,"随着能源危机和环境问题的日益加剧,传统能源已难以满足人们持续增长的能源需求,清洁丰富的可再生能源成为未来能源发展的重要方向,分布式可再生能源发电技术正处于快速发展阶段。作为新能源发展的重要平台,微电网因其在能源配置中的灵活性而受到广泛关注。微电网可以融合多种分布式电源,然而,分布式电源的加入使得微电网系统变得更加复杂,供需不平衡问题更加突出,给微电网的优化调度带来了新的挑战。鉴于此,研究如何应用智能优化算法来提高微电网调度的经济性和稳定性,具有重要实际意义。",2024/5/23,2024,10.27763/d.cnki.gahgc.2024.000190,,,english,raw_data(CNKI).csv,10.27763/d.cnki.gahgc.2024.000190,10.19912/j.0254-0096.tynxb.2023-1790,考虑分时电价下基于改进蛇算法的混合能源微电网群低碳经济优化调度研究
期刊,基于多能互补的微电网调度策略研究,彭枭萌;陈耀;陈晨;齐昊,国电南瑞南京控制系统有限公司;能拓能源股份有限公司;南京国瑞能源科技有限公司,中国高新科技,,2024/8/10,2024,10.13535/j.cnki.10-1507/n.2024.15.30,,,english,CNKI-20260327180524663.csv,10.13535/j.cnki.10-1507/n.2024.15.30,10.1080/23311916.2025.2555341,Demand response for efficient power generation in smart grids using hyper–local weather prediction
期刊,基于多能互补的微电网调度策略研究,彭枭萌;陈耀;陈晨;齐昊,国电南瑞南京控制系统有限公司;能拓能源股份有限公司;南京国瑞能源科技有限公司,中国高新科技,,2024/8/10,2024,10.13535/j.cnki.10-1507/n.2024.15.30,,,english,CNKI-20260327180524663.csv,10.13535/j.cnki.10-1507/n.2024.15.30,10.27029/d.cnki.ggdgu.2025.002295,多元不确定性下微电网能量管理的研究
硕士,基于多能互补的微电网调度策略研究,彭枭萌;陈耀;陈晨;齐昊,国电南瑞南京控制系统有限公司;能拓能源股份有限公司;南京国瑞能源科技有限公司,中国高新科技,为更好地推进电力能源优化管理质量，要充分发挥多能互补微电网的价值，有效整合多能互补资源，在改革升级的基础上，实现多能源耦合互补、能源结构多元处理的目标，更好地满足经济社会的各项需求。文章集中分析了多能互补微电网的结构组成，并对优化调度策略展开讨论。,2024/8/10,2024,10.13535/j.cnki.10-1507/n.2024.15.30,,,english,raw_data(CNKI).csv,10.13535/j.cnki.10-1507/n.2024.15.30,10.16618/j.cnki.1674-8417.2025.06.001,基于需求响应的微电网调度策略研究与应用
硕士,基于多能互补的微电网调度策略研究,彭枭萌;陈耀;陈晨;齐昊,国电南瑞南京控制系统有限公司;能拓能源股份有限公司;南京国瑞能源科技有限公司,中国高新科技,为更好地推进电力能源优化管理质量，要充分发挥多能互补微电网的价值，有效整合多能互补资源，在改革升级的基础上，实现多能源耦合互补、能源结构多元处理的目标，更好地满足经济社会的各项需求。文章集中分析了多能互补微电网的结构组成，并对优化调度策略展开讨论。,2024/8/10,2024,10.13535/j.cnki.10-1507/n.2024.15.30,,,english,raw_data(CNKI).csv,10.13535/j.cnki.10-1507/n.2024.15.30,10.16628/j.cnki.2095-8188.2025.11.006,基于ADKDE-LSTM的变电站短期负荷功率区间预测研究
硕士,基于多能互补的微电网调度策略研究,彭枭萌;陈耀;陈晨;齐昊,国电南瑞南京控制系统有限公司;能拓能源股份有限公司;南京国瑞能源科技有限公司,中国高新科技,为更好地推进电力能源优化管理质量，要充分发挥多能互补微电网的价值，有效整合多能互补资源，在改革升级的基础上，实现多能源耦合互补、能源结构多元处理的目标，更好地满足经济社会的各项需求。文章集中分析了多能互补微电网的结构组成，并对优化调度策略展开讨论。,2024/8/10,2024,10.13535/j.cnki.10-1507/n.2024.15.30,,,english,raw_data(CNKI).csv,10.13535/j.cnki.10-1507/n.2024.15.30,10.1155/DSN/7868626,Intelligent Electricity Consumption Prediction for Smart Home Based on BiLSTM‐Attention
期刊,基于峰谷电价与储能SOC状态的微电网能量调度策略研究,刘亚伟;关朋;孙陆楠;王春辉;王淏,天津电气科学研究院有限公司,电气传动,,2024/12/16,2024,10.19457/j.1001-2095.dqcd24909,天津电气科学研究院有限公司创新基金（GE2023ZL002）,,chinese,CNKI-20260327180524663.csv,10.19457/j.1001-2095.dqcd24909,10.16183/j.cnki.jsjtu.2024.184,面向集装箱船能量管理的船舶微电网全航程经济调度策略
期刊,基于峰谷电价与储能SOC状态的微电网能量调度策略研究,刘亚伟;关朋;孙陆楠;王春辉;王淏,天津电气科学研究院有限公司,电气传动,,2024/12/16,2024,10.19457/j.1001-2095.dqcd24909,天津电气科学研究院有限公司创新基金（GE2023ZL002）,,chinese,CNKI-20260327180524663.csv,10.19457/j.1001-2095.dqcd24909,10.1049/RPG2.70162,DBSRad‐LSTM: DBSCAN Clustering for Load Forecasting in Microgrids Using Radial LSTM
期刊,基于峰谷电价与储能SOC状态的微电网能量调度策略研究,刘亚伟;关朋;孙陆楠;王春辉;王淏,天津电气科学研究院有限公司,电气传动,,2024/12/16,2024,10.19457/j.1001-2095.dqcd24909,天津电气科学研究院有限公司创新基金（GE2023ZL002）,,chinese,CNKI-20260327180524663.csv,10.19457/j.1001-2095.dqcd24909,10.26914/c.cnkihy.2025.077503,人工智能在电力负荷预测中的应用研究
期刊,基于峰谷电价与储能SOC状态的微电网能量调度策略研究,刘亚伟;关朋;孙陆楠;王春辉;王淏,天津电气科学研究院有限公司,电气传动,,2024/12/16,2024,10.19457/j.1001-2095.dqcd24909,天津电气科学研究院有限公司创新基金（GE2023ZL002）,,chinese,CNKI-20260327180524663.csv,10.19457/j.1001-2095.dqcd24909,10.27075/d.cnki.ghzdc.2025.001900,基于强化学习的微电网能源优化调度
期刊,基于峰谷电价与储能SOC状态的微电网能量调度策略研究,刘亚伟;关朋;孙陆楠;王春辉;王淏,天津电气科学研究院有限公司,电气传动,微电网的提出解决了分布式发电在接入配电网时由于发电的间歇性和波动性对配电网的稳定运行带来不利影响的问题。为了充分发挥储能系统在配电网中的调节作用，提出了一种基于峰谷电价与储能荷电状态（SOC）的微电网能量调度策略，该策略将全天划分为峰、平、谷3个时段，在实时调度周期内根据所处不同时段及储能SOC运用不同调度策略，并在不同时段设计储能充/放电惩罚函数的同时引入储能最大充/放电约束因子进一步改善储能装置充/放电。以微电网运行成本最低作为目标函数，通过粒子群优化算法求解，通过算例分析验证了该模型及算法的有效性。,2024/12/16,2024,10.19457/j.1001-2095.dqcd24909,天津电气科学研究院有限公司创新基金（GE2023ZL002）,,chinese,raw_data(CNKI).csv,10.19457/j.1001-2095.dqcd24909,10.3390/EN19010061,Measuring Peak Shaving Efficiency of an Energy Storage Device Under Load Uncertainty with Machine Learning-Based Forecasting Techniques
期刊,基于峰谷电价与储能SOC状态的微电网能量调度策略研究,刘亚伟;关朋;孙陆楠;王春辉;王淏,天津电气科学研究院有限公司,电气传动,微电网的提出解决了分布式发电在接入配电网时由于发电的间歇性和波动性对配电网的稳定运行带来不利影响的问题。为了充分发挥储能系统在配电网中的调节作用，提出了一种基于峰谷电价与储能荷电状态（SOC）的微电网能量调度策略，该策略将全天划分为峰、平、谷3个时段，在实时调度周期内根据所处不同时段及储能SOC运用不同调度策略，并在不同时段设计储能充/放电惩罚函数的同时引入储能最大充/放电约束因子进一步改善储能装置充/放电。以微电网运行成本最低作为目标函数，通过粒子群优化算法求解，通过算例分析验证了该模型及算法的有效性。,2024/12/16,2024,10.19457/j.1001-2095.dqcd24909,天津电气科学研究院有限公司创新基金（GE2023ZL002）,,chinese,raw_data(CNKI).csv,10.19457/j.1001-2095.dqcd24909,基于火用损能效评估的多能耦合微电网双层协同优化方法,基于火用损能效评估的多能耦合微电网双层协同优化方法
期刊,基于峰谷电价与储能SOC状态的微电网能量调度策略研究,刘亚伟;关朋;孙陆楠;王春辉;王淏,天津电气科学研究院有限公司,电气传动,微电网的提出解决了分布式发电在接入配电网时由于发电的间歇性和波动性对配电网的稳定运行带来不利影响的问题。为了充分发挥储能系统在配电网中的调节作用，提出了一种基于峰谷电价与储能荷电状态（SOC）的微电网能量调度策略，该策略将全天划分为峰、平、谷3个时段，在实时调度周期内根据所处不同时段及储能SOC运用不同调度策略，并在不同时段设计储能充/放电惩罚函数的同时引入储能最大充/放电约束因子进一步改善储能装置充/放电。以微电网运行成本最低作为目标函数，通过粒子群优化算法求解，通过算例分析验证了该模型及算法的有效性。,2024/12/16,2024,10.19457/j.1001-2095.dqcd24909,天津电气科学研究院有限公司创新基金（GE2023ZL002）,,chinese,raw_data(CNKI).csv,10.19457/j.1001-2095.dqcd24909,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度
期刊,基于峰谷电价与储能SOC状态的微电网能量调度策略研究,刘亚伟;关朋;孙陆楠;王春辉;王淏,天津电气科学研究院有限公司,电气传动,微电网的提出解决了分布式发电在接入配电网时由于发电的间歇性和波动性对配电网的稳定运行带来不利影响的问题。为了充分发挥储能系统在配电网中的调节作用，提出了一种基于峰谷电价与储能荷电状态（SOC）的微电网能量调度策略，该策略将全天划分为峰、平、谷3个时段，在实时调度周期内根据所处不同时段及储能SOC运用不同调度策略，并在不同时段设计储能充/放电惩罚函数的同时引入储能最大充/放电约束因子进一步改善储能装置充/放电。以微电网运行成本最低作为目标函数，通过粒子群优化算法求解，通过算例分析验证了该模型及算法的有效性。,2024/12/16,2024,10.19457/j.1001-2095.dqcd24909,天津电气科学研究院有限公司创新基金（GE2023ZL002）,,chinese,raw_data(CNKI).csv,10.19457/j.1001-2095.dqcd24909,10.13245/j.hust.250644,多策略改进白鲨算法的风光氢储微电网优化调度
期刊,基于标准化麻雀搜索算法的微电网调度研究,陈文君,国网河南省电力公司新乡县供电公司,中国品牌与防伪,,2024/12/18,2024,,,,chinese,CNKI-20260327180524663.csv,基于标准化麻雀搜索算法的微电网调度研究,10.19912/j.0254-0096.tynxb.2023-1790,考虑分时电价下基于改进蛇算法的混合能源微电网群低碳经济优化调度研究
期刊,基于标准化麻雀搜索算法的微电网调度研究,陈文君,国网河南省电力公司新乡县供电公司,中国品牌与防伪,,2024/12/18,2024,,,,chinese,CNKI-20260327180524663.csv,基于标准化麻雀搜索算法的微电网调度研究,融合VMD-MPC算法的多微电网能量调度技术优化,融合VMD-MPC算法的多微电网能量调度技术优化
期刊,基于标准化麻雀搜索算法的微电网调度研究,陈文君,国网河南省电力公司新乡县供电公司,中国品牌与防伪,,2024/12/18,2024,,,,chinese,CNKI-20260327180524663.csv,基于标准化麻雀搜索算法的微电网调度研究,10.27753/d.cnki.gcqgx.2025.001522,考虑需求侧响应的微电网经济优化调度研究
期刊,基于标准化麻雀搜索算法的微电网调度研究,陈文君,国网河南省电力公司新乡县供电公司,中国品牌与防伪,,2024/12/18,2024,,,,chinese,CNKI-20260327180524663.csv,基于标准化麻雀搜索算法的微电网调度研究,10.27029/d.cnki.ggdgu.2025.002295,多元不确定性下微电网能量管理的研究
期刊,基于标准化麻雀搜索算法的微电网调度研究,陈文君,国网河南省电力公司新乡县供电公司,中国品牌与防伪,本项目以微网标准化调度为研究对象，综合考虑风电、光伏、柴油发电、储能等多个电力系统的建模，以此为目标，建立微网运营费用和环保费用最优控制策略，并通过实例对模型进行验证。本项目的研究成果将为微网的节能减排提供新的思路和方法，推动微网在经济性和环保方面的优化。项目的研究成果对微网的运营管理和工程实践具有重要的指导意义。,2024/12/18,2024,,,,english,raw_data(CNKI).csv,基于标准化麻雀搜索算法的微电网调度研究,面向智能化的智慧园区微电网调度优化方法,面向智能化的智慧园区微电网调度优化方法
期刊,基于标准化麻雀搜索算法的微电网调度研究,陈文君,国网河南省电力公司新乡县供电公司,中国品牌与防伪,本项目以微网标准化调度为研究对象，综合考虑风电、光伏、柴油发电、储能等多个电力系统的建模，以此为目标，建立微网运营费用和环保费用最优控制策略，并通过实例对模型进行验证。本项目的研究成果将为微网的节能减排提供新的思路和方法，推动微网在经济性和环保方面的优化。项目的研究成果对微网的运营管理和工程实践具有重要的指导意义。,2024/12/18,2024,,,,english,raw_data(CNKI).csv,基于标准化麻雀搜索算法的微电网调度研究,10.19911/j.1003-0417.tyn20231115.01,风-光-柴-储微电网能量管理的日前优化调度策略分析
硕士,基于混合储能系统微电网模型的容量配置及实时优化调度研究,杨澳,贵州大学,贵州大学,,2024/5/1,2024,10.27047/d.cnki.ggudu.2024.003176,,,english,CNKI-20260327180524663.csv,10.27047/d.cnki.ggudu.2024.003176,10.13202/j.cnki.cer.2025.11.028,能源气候韧性下用电敏感行业识别与负荷预测
硕士,基于混合储能系统微电网模型的容量配置及实时优化调度研究,杨澳,贵州大学,贵州大学,,2024/5/1,2024,10.27047/d.cnki.ggudu.2024.003176,,,english,CNKI-20260327180524663.csv,10.27047/d.cnki.ggudu.2024.003176,10.1016/j.energy.2025.137454,Designing personalized incentive-based demand response services based on
硕士,基于混合储能系统微电网模型的容量配置及实时优化调度研究,杨澳,贵州大学,贵州大学,,2024/5/1,2024,10.27047/d.cnki.ggudu.2024.003176,,,english,CNKI-20260327180524663.csv,10.27047/d.cnki.ggudu.2024.003176,10.16183/j.cnki.jsjtu.2024.184,面向集装箱船能量管理的船舶微电网全航程经济调度策略
硕士,基于混合储能系统微电网模型的容量配置及实时优化调度研究,杨澳,贵州大学,贵州大学,,2024/5/1,2024,10.27047/d.cnki.ggudu.2024.003176,,,english,CNKI-20260327180524663.csv,10.27047/d.cnki.ggudu.2024.003176,10.1155/DSN/7868626,Intelligent Electricity Consumption Prediction for Smart Home Based on BiLSTM‐Attention
期刊,基于混合储能系统微电网模型的容量配置及实时优化调度研究,杨澳,贵州大学,贵州大学,"为了实现“碳中和”和“碳达峰”的目标,全球正在推动绿色低碳能源体系的技术革命,以解决最普遍的环境问题。我国的电力发展也面临巨大的挑战。为了解决化石能源带来的环境污染问题,能源结构由化石能源逐渐转型至清洁能源。电动汽车的高度渗透会加重电力系统供需双侧的不确定性,进而严重影响电力系统的安全性。积极推动可再生能源的广泛运用,提升其在能源消费结构中的占比,是应对电力发展挑战的有效路径之一。同时,推广微电网技术,作为整合可再生能源与电动汽车的关键措施,也显得尤为重要。这些资源整合进微电网中,以建立、规划和运营一个清洁和可持续的能源系统。针对微电网系统的经济性和可靠性提升,关键在于混合储能系统容量配置的优化以及实现微电网的实时优化调度。本研究针对微电网的容量配置及实时调度的研究现状进行了深入调研,同时探讨了电动汽车可调负荷及储能潜力的相关研究情况。基于此,提出了微电网内混合储能系统的容量优化配置方法,实现了微电网实时优化调度。研究工作主要包括以下几方面:",2024/5/1,2024,10.27047/d.cnki.ggudu.2024.003176,,,english,raw_data(CNKI).csv,10.27047/d.cnki.ggudu.2024.003176,10.3390/ELECTRONICS14244857,ICEEMDAN- and LSTM-Enhanced Hybrid Cosine-Attention iTransformer for Ultra-Short-Term Load Forecasting
期刊,基于混合储能系统微电网模型的容量配置及实时优化调度研究,杨澳,贵州大学,贵州大学,"为了实现“碳中和”和“碳达峰”的目标,全球正在推动绿色低碳能源体系的技术革命,以解决最普遍的环境问题。我国的电力发展也面临巨大的挑战。为了解决化石能源带来的环境污染问题,能源结构由化石能源逐渐转型至清洁能源。电动汽车的高度渗透会加重电力系统供需双侧的不确定性,进而严重影响电力系统的安全性。积极推动可再生能源的广泛运用,提升其在能源消费结构中的占比,是应对电力发展挑战的有效路径之一。同时,推广微电网技术,作为整合可再生能源与电动汽车的关键措施,也显得尤为重要。这些资源整合进微电网中,以建立、规划和运营一个清洁和可持续的能源系统。针对微电网系统的经济性和可靠性提升,关键在于混合储能系统容量配置的优化以及实现微电网的实时优化调度。本研究针对微电网的容量配置及实时调度的研究现状进行了深入调研,同时探讨了电动汽车可调负荷及储能潜力的相关研究情况。基于此,提出了微电网内混合储能系统的容量优化配置方法,实现了微电网实时优化调度。研究工作主要包括以下几方面:",2024/5/1,2024,10.27047/d.cnki.ggudu.2024.003176,,,english,raw_data(CNKI).csv,10.27047/d.cnki.ggudu.2024.003176,10.1016/j.energy.2025.137454,Designing personalized incentive-based demand response services based on
