来源库,题名,作者,单位,文献来源,摘要,发表时间,年份,DOI,基金,全文链接,语言,来源文件,citing_paper,cited_paper,cited_title
硕士,基于强化学习的微电网能源优化调度,陈一铭,杭州电子科技大学,杭州电子科技大学,,2025/5/1,2025,10.27075/d.cnki.ghzdc.2025.001900,,,english,CNKI-20260327180524663.csv,10.27075/d.cnki.ghzdc.2025.001900,10.3390/BUILDINGS16010170,A Data Prediction and Physical Simulation Coupled Method for Quantifying Building Adjustable Margin
硕士,基于强化学习的微电网能源优化调度,陈一铭,杭州电子科技大学,杭州电子科技大学,,2025/5/1,2025,10.27075/d.cnki.ghzdc.2025.001900,,,english,CNKI-20260327180524663.csv,10.27075/d.cnki.ghzdc.2025.001900,10.3390/ELECTRONICS14244857,ICEEMDAN- and LSTM-Enhanced Hybrid Cosine-Attention iTransformer for Ultra-Short-Term Load Forecasting
硕士,基于强化学习的微电网能源优化调度,陈一铭,杭州电子科技大学,杭州电子科技大学,,2025/5/1,2025,10.27075/d.cnki.ghzdc.2025.001900,,,english,CNKI-20260327180524663.csv,10.27075/d.cnki.ghzdc.2025.001900,10.19389/j.cnki.1003-0506.2025.03.034,基于改进哈里斯鹰算法的多能源微电网智能优化调度
硕士,基于强化学习的微电网能源优化调度,陈一铭,杭州电子科技大学,杭州电子科技大学,,2025/5/1,2025,10.27075/d.cnki.ghzdc.2025.001900,,,english,CNKI-20260327180524663.csv,10.27075/d.cnki.ghzdc.2025.001900,10.16183/j.cnki.jsjtu.2024.184,面向集装箱船能量管理的船舶微电网全航程经济调度策略
硕士,基于强化学习的微电网能源优化调度,陈一铭,杭州电子科技大学,杭州电子科技大学,,2025/5/1,2025,10.27075/d.cnki.ghzdc.2025.001900,,,english,CNKI-20260327180524663.csv,10.27075/d.cnki.ghzdc.2025.001900,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度,基于联邦Dueling DQN的基站微电网能量与计算资源联合调度
期刊,基于强化学习的微电网能源优化调度,陈一铭,杭州电子科技大学,杭州电子科技大学,"在全球能源消费需求持续攀升及双碳目标加速推进的背景下,新能源领域呈现蓬勃发展态势。作为能源互联网的重要组成单元,微电网通过整合分布式可再生能源,在提高区域能源利用效率与供电可靠性的同时,为保障电力系统运行稳定性提供了重要支撑。随着相关技术的不断突破,微电网已逐步向更复杂的微电网群形态演进,构建起更为广泛和智能的能源互联网络。然而,微电网优化调度问题呈现出多约束耦合、高非线性等复杂特性,传统模型驱动方法因依赖精确建模而面临适应性局限。在此背景下,强化学习凭借其数据驱动的自主决策能力和动态环境适应性,成为解决微电网调度难题的重要手段。本文将围绕以下内容重点探讨强化学习算法在微电网调度中的应用:",2025/5/1,2025,10.27075/d.cnki.ghzdc.2025.001900,,,english,raw_data(CNKI).csv,10.27075/d.cnki.ghzdc.2025.001900,一种双阶段电力数据异常分析模型,一种双阶段电力数据异常分析模型
期刊,基于强化学习的微电网能源优化调度,陈一铭,杭州电子科技大学,杭州电子科技大学,"在全球能源消费需求持续攀升及双碳目标加速推进的背景下,新能源领域呈现蓬勃发展态势。作为能源互联网的重要组成单元,微电网通过整合分布式可再生能源,在提高区域能源利用效率与供电可靠性的同时,为保障电力系统运行稳定性提供了重要支撑。随着相关技术的不断突破,微电网已逐步向更复杂的微电网群形态演进,构建起更为广泛和智能的能源互联网络。然而,微电网优化调度问题呈现出多约束耦合、高非线性等复杂特性,传统模型驱动方法因依赖精确建模而面临适应性局限。在此背景下,强化学习凭借其数据驱动的自主决策能力和动态环境适应性,成为解决微电网调度难题的重要手段。本文将围绕以下内容重点探讨强化学习算法在微电网调度中的应用:",2025/5/1,2025,10.27075/d.cnki.ghzdc.2025.001900,,,english,raw_data(CNKI).csv,10.27075/d.cnki.ghzdc.2025.001900,10.1049/RPG2.70162,DBSRad‐LSTM: DBSCAN Clustering for Load Forecasting in Microgrids Using Radial LSTM
期刊,基于强化学习的微电网能源优化调度,陈一铭,杭州电子科技大学,杭州电子科技大学,"在全球能源消费需求持续攀升及双碳目标加速推进的背景下,新能源领域呈现蓬勃发展态势。作为能源互联网的重要组成单元,微电网通过整合分布式可再生能源,在提高区域能源利用效率与供电可靠性的同时,为保障电力系统运行稳定性提供了重要支撑。随着相关技术的不断突破,微电网已逐步向更复杂的微电网群形态演进,构建起更为广泛和智能的能源互联网络。然而,微电网优化调度问题呈现出多约束耦合、高非线性等复杂特性,传统模型驱动方法因依赖精确建模而面临适应性局限。在此背景下,强化学习凭借其数据驱动的自主决策能力和动态环境适应性,成为解决微电网调度难题的重要手段。本文将围绕以下内容重点探讨强化学习算法在微电网调度中的应用:",2025/5/1,2025,10.27075/d.cnki.ghzdc.2025.001900,,,english,raw_data(CNKI).csv,10.27075/d.cnki.ghzdc.2025.001900,10.16183/j.cnki.jsjtu.2024.184,面向集装箱船能量管理的船舶微电网全航程经济调度策略
期刊,基于强化学习的微电网能源优化调度,陈一铭,杭州电子科技大学,杭州电子科技大学,"在全球能源消费需求持续攀升及双碳目标加速推进的背景下,新能源领域呈现蓬勃发展态势。作为能源互联网的重要组成单元,微电网通过整合分布式可再生能源,在提高区域能源利用效率与供电可靠性的同时,为保障电力系统运行稳定性提供了重要支撑。随着相关技术的不断突破,微电网已逐步向更复杂的微电网群形态演进,构建起更为广泛和智能的能源互联网络。然而,微电网优化调度问题呈现出多约束耦合、高非线性等复杂特性,传统模型驱动方法因依赖精确建模而面临适应性局限。在此背景下,强化学习凭借其数据驱动的自主决策能力和动态环境适应性,成为解决微电网调度难题的重要手段。本文将围绕以下内容重点探讨强化学习算法在微电网调度中的应用:",2025/5/1,2025,10.27075/d.cnki.ghzdc.2025.001900,,,english,raw_data(CNKI).csv,10.27075/d.cnki.ghzdc.2025.001900,10.27029/d.cnki.ggdgu.2025.000906,波浪发电系统功率预测与微电网调度优化
期刊,基于改进哈里斯鹰算法的多能源微电网智能优化调度,周咏;朱星阳;赵伟;赵杨阳;王彬彬;丁一帆,国网(苏州)城市能源研究院有限责任公司,能源与环保,,2025/3/25,2025,10.19389/j.cnki.1003-0506.2025.03.034,国家电网公司科技项目(CEKY23095),,chinese,CNKI-20260327180524663.csv,10.19389/j.cnki.1003-0506.2025.03.034,10.1080/23311916.2025.2555341,Demand response for efficient power generation in smart grids using hyper–local weather prediction
期刊,基于改进哈里斯鹰算法的多能源微电网智能优化调度,周咏;朱星阳;赵伟;赵杨阳;王彬彬;丁一帆,国网(苏州)城市能源研究院有限责任公司,能源与环保,,2025/3/25,2025,10.19389/j.cnki.1003-0506.2025.03.034,国家电网公司科技项目(CEKY23095),,chinese,CNKI-20260327180524663.csv,10.19389/j.cnki.1003-0506.2025.03.034,10.19457/j.1001-2095.dqcd24909,基于峰谷电价与储能SOC状态的微电网能量调度策略研究
期刊,基于改进哈里斯鹰算法的多能源微电网智能优化调度,周咏;朱星阳;赵伟;赵杨阳;王彬彬;丁一帆,国网(苏州)城市能源研究院有限责任公司,能源与环保,为了提高微电网的运营经济性、能源利用效率及环保性能，以微电网运行成本和环境保护成本综合最优为目标函数，构建了包含风光、燃气、柴油发电和储能多单元的微电网功率调度模型，并提出了一种基于改进哈里斯鹰优化(HHO)算法的微电网优化调度方法。该方法通过混沌映射优化初始种群、黄金正弦优化搜索空间，并使用多精英群体协同优化消除粒子滤波器的粒子退化现象，从而提高算法的运行速度、实时性能和全局搜索能力。仿真算例表明，与传统粒子群算法(PSO)以及标准哈里斯鹰优化算法相比，所提算法在计算时间、求解效果等方面具有显著优势，能够有效降低微电网的运行成本、减少环境污染，在能源利用和环保优化调度方面表现出较强的实用性。,2025/3/25,2025,10.19389/j.cnki.1003-0506.2025.03.034,国家电网公司科技项目(CEKY23095),,chinese,raw_data(CNKI).csv,10.19389/j.cnki.1003-0506.2025.03.034,10.19911/j.1003-0417.tyn20231115.01,风-光-柴-储微电网能量管理的日前优化调度策略分析
期刊,基于改进哈里斯鹰算法的多能源微电网智能优化调度,周咏;朱星阳;赵伟;赵杨阳;王彬彬;丁一帆,国网(苏州)城市能源研究院有限责任公司,能源与环保,为了提高微电网的运营经济性、能源利用效率及环保性能，以微电网运行成本和环境保护成本综合最优为目标函数，构建了包含风光、燃气、柴油发电和储能多单元的微电网功率调度模型，并提出了一种基于改进哈里斯鹰优化(HHO)算法的微电网优化调度方法。该方法通过混沌映射优化初始种群、黄金正弦优化搜索空间，并使用多精英群体协同优化消除粒子滤波器的粒子退化现象，从而提高算法的运行速度、实时性能和全局搜索能力。仿真算例表明，与传统粒子群算法(PSO)以及标准哈里斯鹰优化算法相比，所提算法在计算时间、求解效果等方面具有显著优势，能够有效降低微电网的运行成本、减少环境污染，在能源利用和环保优化调度方面表现出较强的实用性。,2025/3/25,2025,10.19389/j.cnki.1003-0506.2025.03.034,国家电网公司科技项目(CEKY23095),,chinese,raw_data(CNKI).csv,10.19389/j.cnki.1003-0506.2025.03.034,10.1049/RPG2.70162,DBSRad‐LSTM: DBSCAN Clustering for Load Forecasting in Microgrids Using Radial LSTM
期刊,基于改进哈里斯鹰算法的多能源微电网智能优化调度,周咏;朱星阳;赵伟;赵杨阳;王彬彬;丁一帆,国网(苏州)城市能源研究院有限责任公司,能源与环保,为了提高微电网的运营经济性、能源利用效率及环保性能，以微电网运行成本和环境保护成本综合最优为目标函数，构建了包含风光、燃气、柴油发电和储能多单元的微电网功率调度模型，并提出了一种基于改进哈里斯鹰优化(HHO)算法的微电网优化调度方法。该方法通过混沌映射优化初始种群、黄金正弦优化搜索空间，并使用多精英群体协同优化消除粒子滤波器的粒子退化现象，从而提高算法的运行速度、实时性能和全局搜索能力。仿真算例表明，与传统粒子群算法(PSO)以及标准哈里斯鹰优化算法相比，所提算法在计算时间、求解效果等方面具有显著优势，能够有效降低微电网的运行成本、减少环境污染，在能源利用和环保优化调度方面表现出较强的实用性。,2025/3/25,2025,10.19389/j.cnki.1003-0506.2025.03.034,国家电网公司科技项目(CEKY23095),,chinese,raw_data(CNKI).csv,10.19389/j.cnki.1003-0506.2025.03.034,10.27047/d.cnki.ggudu.2024.003176,基于混合储能系统微电网模型的容量配置及实时优化调度研究
期刊,基于改进哈里斯鹰算法的多能源微电网智能优化调度,周咏;朱星阳;赵伟;赵杨阳;王彬彬;丁一帆,国网(苏州)城市能源研究院有限责任公司,能源与环保,为了提高微电网的运营经济性、能源利用效率及环保性能，以微电网运行成本和环境保护成本综合最优为目标函数，构建了包含风光、燃气、柴油发电和储能多单元的微电网功率调度模型，并提出了一种基于改进哈里斯鹰优化(HHO)算法的微电网优化调度方法。该方法通过混沌映射优化初始种群、黄金正弦优化搜索空间，并使用多精英群体协同优化消除粒子滤波器的粒子退化现象，从而提高算法的运行速度、实时性能和全局搜索能力。仿真算例表明，与传统粒子群算法(PSO)以及标准哈里斯鹰优化算法相比，所提算法在计算时间、求解效果等方面具有显著优势，能够有效降低微电网的运行成本、减少环境污染，在能源利用和环保优化调度方面表现出较强的实用性。,2025/3/25,2025,10.19389/j.cnki.1003-0506.2025.03.034,国家电网公司科技项目(CEKY23095),,chinese,raw_data(CNKI).csv,10.19389/j.cnki.1003-0506.2025.03.034,10.27029/d.cnki.ggdgu.2025.001070,新能源微电网群多尺度鲁棒动态调控研究
期刊,基于改进哈里斯鹰算法的多能源微电网智能优化调度,周咏;朱星阳;赵伟;赵杨阳;王彬彬;丁一帆,国网(苏州)城市能源研究院有限责任公司,能源与环保,为了提高微电网的运营经济性、能源利用效率及环保性能，以微电网运行成本和环境保护成本综合最优为目标函数，构建了包含风光、燃气、柴油发电和储能多单元的微电网功率调度模型，并提出了一种基于改进哈里斯鹰优化(HHO)算法的微电网优化调度方法。该方法通过混沌映射优化初始种群、黄金正弦优化搜索空间，并使用多精英群体协同优化消除粒子滤波器的粒子退化现象，从而提高算法的运行速度、实时性能和全局搜索能力。仿真算例表明，与传统粒子群算法(PSO)以及标准哈里斯鹰优化算法相比，所提算法在计算时间、求解效果等方面具有显著优势，能够有效降低微电网的运行成本、减少环境污染，在能源利用和环保优化调度方面表现出较强的实用性。,2025/3/25,2025,10.19389/j.cnki.1003-0506.2025.03.034,国家电网公司科技项目(CEKY23095),,chinese,raw_data(CNKI).csv,10.19389/j.cnki.1003-0506.2025.03.034,10.27398/d.cnki.gxalu.2024.000658,并网微电网多目标优化调度及求解算法研究
期刊,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,李强;陈又咏;韩泽华;蔡清远;程凯,国网信息通信产业集团有限公司;福建亿榕信息技术有限公司,电气自动化,"准确的电力负荷预测为电力系统规划和运行提供了可靠的决策支持。为提高电力负荷预测的准确性，提出了一种结合了两个时间卷积网络、两个双向长短期记忆和注意力机制的混合模型。通过将外部因素和电力负载整合为多变量时间序列来促进短期电力负荷预测性能。试验结果表明，与卷积-门控递归单元相比，时空卷积-双向长短期记忆-注意力机制的平均绝对误差、均方根误差和平均绝对百分比误差分别降低了54.22%、51.05%和47.17%,准确率和拟合度分别提高了3.42%和15.40%。所提模型提高了预测性能。",2025/11/30,2025,,国网信通产业集团统筹立项项目(546811230021),,chinese,raw_data(CNKI).csv,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,10.1155/DSN/7868626,Intelligent Electricity Consumption Prediction for Smart Home Based on BiLSTM‐Attention
期刊,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,李强;陈又咏;韩泽华;蔡清远;程凯,国网信息通信产业集团有限公司;福建亿榕信息技术有限公司,电气自动化,"准确的电力负荷预测为电力系统规划和运行提供了可靠的决策支持。为提高电力负荷预测的准确性，提出了一种结合了两个时间卷积网络、两个双向长短期记忆和注意力机制的混合模型。通过将外部因素和电力负载整合为多变量时间序列来促进短期电力负荷预测性能。试验结果表明，与卷积-门控递归单元相比，时空卷积-双向长短期记忆-注意力机制的平均绝对误差、均方根误差和平均绝对百分比误差分别降低了54.22%、51.05%和47.17%,准确率和拟合度分别提高了3.42%和15.40%。所提模型提高了预测性能。",2025/11/30,2025,,国网信通产业集团统筹立项项目(546811230021),,chinese,raw_data(CNKI).csv,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,面向智能化的智慧园区微电网调度优化方法,面向智能化的智慧园区微电网调度优化方法
期刊,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,李强;陈又咏;韩泽华;蔡清远;程凯,国网信息通信产业集团有限公司;福建亿榕信息技术有限公司,电气自动化,"准确的电力负荷预测为电力系统规划和运行提供了可靠的决策支持。为提高电力负荷预测的准确性，提出了一种结合了两个时间卷积网络、两个双向长短期记忆和注意力机制的混合模型。通过将外部因素和电力负载整合为多变量时间序列来促进短期电力负荷预测性能。试验结果表明，与卷积-门控递归单元相比，时空卷积-双向长短期记忆-注意力机制的平均绝对误差、均方根误差和平均绝对百分比误差分别降低了54.22%、51.05%和47.17%,准确率和拟合度分别提高了3.42%和15.40%。所提模型提高了预测性能。",2025/11/30,2025,,国网信通产业集团统筹立项项目(546811230021),,chinese,raw_data(CNKI).csv,基于数字孪生和TCN-BiLSTM的电力系统短期负荷预测研究,10.27123/d.cnki.ghlju.2025.001668,基于联邦强化学习的微电网储能调度方法的研究与应用
外文期刊,基于深度学习-强化学习联合算法的电力调度信息化择优决策,白桂君;张静,国网青海省电力公司信息通信公司,信息技术与信息化,针对现有决策方法在应用到电力调度中，存在消纳率过低，造成能源过度浪费的问题，文章开展了一种基于深度学习-强化学习联合算法的电力调度信息化择优决策研究。通过构建双向长短期记忆网络负荷预测模型精准捕捉源荷时序特征，结合改进近端策略优化算法动态优化调度策略，实现电力系统安全约束、经济运行与可再生能源消纳的多目标协同优化。通过专家策略预训练与强化学习在线调参的联合训练流程，提升算法收敛速度。通过对比实验证明，相较于现有决策方法，新的方法在不同可再生能源出力场景下均表现出更强的适应性，特别是在高波动工况中能有效平衡系统安全性与消纳率。,2025/12/25,2025,,,,english,raw_data(CNKI).csv,基于深度学习-强化学习联合算法的电力调度信息化择优决策,10.16628/j.cnki.2095-8188.2025.11.006,基于ADKDE-LSTM的变电站短期负荷功率区间预测研究
外文期刊,基于深度学习-强化学习联合算法的电力调度信息化择优决策,白桂君;张静,国网青海省电力公司信息通信公司,信息技术与信息化,针对现有决策方法在应用到电力调度中，存在消纳率过低，造成能源过度浪费的问题，文章开展了一种基于深度学习-强化学习联合算法的电力调度信息化择优决策研究。通过构建双向长短期记忆网络负荷预测模型精准捕捉源荷时序特征，结合改进近端策略优化算法动态优化调度策略，实现电力系统安全约束、经济运行与可再生能源消纳的多目标协同优化。通过专家策略预训练与强化学习在线调参的联合训练流程，提升算法收敛速度。通过对比实验证明，相较于现有决策方法，新的方法在不同可再生能源出力场景下均表现出更强的适应性，特别是在高波动工况中能有效平衡系统安全性与消纳率。,2025/12/25,2025,,,,english,raw_data(CNKI).csv,基于深度学习-强化学习联合算法的电力调度信息化择优决策,10.27029/d.cnki.ggdgu.2025.002295,多元不确定性下微电网能量管理的研究
外文期刊,基于深度学习-强化学习联合算法的电力调度信息化择优决策,白桂君;张静,国网青海省电力公司信息通信公司,信息技术与信息化,针对现有决策方法在应用到电力调度中，存在消纳率过低，造成能源过度浪费的问题，文章开展了一种基于深度学习-强化学习联合算法的电力调度信息化择优决策研究。通过构建双向长短期记忆网络负荷预测模型精准捕捉源荷时序特征，结合改进近端策略优化算法动态优化调度策略，实现电力系统安全约束、经济运行与可再生能源消纳的多目标协同优化。通过专家策略预训练与强化学习在线调参的联合训练流程，提升算法收敛速度。通过对比实验证明，相较于现有决策方法，新的方法在不同可再生能源出力场景下均表现出更强的适应性，特别是在高波动工况中能有效平衡系统安全性与消纳率。,2025/12/25,2025,,,,english,raw_data(CNKI).csv,基于深度学习-强化学习联合算法的电力调度信息化择优决策,10.19725/j.cnki.1007-2322.2024.0085,计及混合储能单元多重异构特性的微电网调度策略研究
期刊,基于深度学习的电力输配电线路节能降耗技术研究,祁晓飞,华电甘肃能源有限公司,电气技术与经济,,2025/12/25,2025,,,,chinese,CNKI-20260327180524663.csv,基于深度学习的电力输配电线路节能降耗技术研究,10.1002/ENG2.70570,Short‐Term Residential Load Forecasting With FG‐LSTM‐TA: A Hybrid Deep Learning Approach Integrating Feature Gating and Temporal Attention for Enhanced Prediction Accuracy
期刊,基于深度学习的电力输配电线路节能降耗技术研究,祁晓飞,华电甘肃能源有限公司,电气技术与经济,,2025/12/25,2025,,,,chinese,CNKI-20260327180524663.csv,基于深度学习的电力输配电线路节能降耗技术研究,10.27029/d.cnki.ggdgu.2025.001070,新能源微电网群多尺度鲁棒动态调控研究
期刊,基于深度学习的电力输配电线路节能降耗技术研究,祁晓飞,华电甘肃能源有限公司,电气技术与经济,,2025/12/25,2025,,,,chinese,CNKI-20260327180524663.csv,基于深度学习的电力输配电线路节能降耗技术研究,10.27047/d.cnki.ggudu.2024.003176,基于混合储能系统微电网模型的容量配置及实时优化调度研究
期刊,基于深度学习的电力输配电线路节能降耗技术研究,祁晓飞,华电甘肃能源有限公司,电气技术与经济,,2025/12/25,2025,,,,chinese,CNKI-20260327180524663.csv,基于深度学习的电力输配电线路节能降耗技术研究,10.19457/j.1001-2095.dqcd24909,基于峰谷电价与储能SOC状态的微电网能量调度策略研究
期刊,基于深度学习的电力输配电线路节能降耗技术研究,祁晓飞,华电甘肃能源有限公司,电气技术与经济,,2025/12/25,2025,,,,chinese,CNKI-20260327180524663.csv,基于深度学习的电力输配电线路节能降耗技术研究,10.27763/d.cnki.gahgc.2024.000190,基于多目标优化算法的电力系统优化调度研究
期刊,基于深度学习的电力输配电线路节能降耗技术研究,祁晓飞,华电甘肃能源有限公司,电气技术与经济,随着新型电力系统建设与电力需求的日益增长，电力输配电线路的能效问题成为研究的热点，传统的管理方式无法有效应对节能降耗需求，因此提升系统线路的能效至关重要。本文基于深度学习技术，提出了一种新的电力输配电线路节能降耗优化框架，结合DNN、CNN和LSTM等模型进行负荷预测、故障检测和线路拓扑优化。通过实际案例验证，模型能够有效降低能耗、提升系统效率，为电力系统提供了新的节能解决方案。,2025/12/25,2025,,,,english,raw_data(CNKI).csv,基于深度学习的电力输配电线路节能降耗技术研究,10.13535/j.cnki.10-1507/n.2024.15.30,基于多能互补的微电网调度策略研究
期刊,基于深度学习的电力输配电线路节能降耗技术研究,祁晓飞,华电甘肃能源有限公司,电气技术与经济,随着新型电力系统建设与电力需求的日益增长，电力输配电线路的能效问题成为研究的热点，传统的管理方式无法有效应对节能降耗需求，因此提升系统线路的能效至关重要。本文基于深度学习技术，提出了一种新的电力输配电线路节能降耗优化框架，结合DNN、CNN和LSTM等模型进行负荷预测、故障检测和线路拓扑优化。通过实际案例验证，模型能够有效降低能耗、提升系统效率，为电力系统提供了新的节能解决方案。,2025/12/25,2025,,,,english,raw_data(CNKI).csv,基于深度学习的电力输配电线路节能降耗技术研究,10.19768/j.cnki.dgjs.2025.23.039,基于人工智能的配电网负荷预测技术设计与应用研究
期刊,基于深度学习的电力输配电线路节能降耗技术研究,祁晓飞,华电甘肃能源有限公司,电气技术与经济,随着新型电力系统建设与电力需求的日益增长，电力输配电线路的能效问题成为研究的热点，传统的管理方式无法有效应对节能降耗需求，因此提升系统线路的能效至关重要。本文基于深度学习技术，提出了一种新的电力输配电线路节能降耗优化框架，结合DNN、CNN和LSTM等模型进行负荷预测、故障检测和线路拓扑优化。通过实际案例验证，模型能够有效降低能耗、提升系统效率，为电力系统提供了新的节能解决方案。,2025/12/25,2025,,,,english,raw_data(CNKI).csv,基于深度学习的电力输配电线路节能降耗技术研究,基于深度学习-强化学习联合算法的电力调度信息化择优决策,基于深度学习-强化学习联合算法的电力调度信息化择优决策
期刊,基于深度学习的电网负荷预测与调度优化研究,林昊,滁州明光市供电公司,信息化研究,,2025/12/20,2025,,,,chinese,CNKI-20260327180524663.csv,基于深度学习的电网负荷预测与调度优化研究,10.19768/j.cnki.dgjs.2025.14.035,基于粒子群算法的微电网调度研究分析
期刊,基于深度学习的电网负荷预测与调度优化研究,林昊,滁州明光市供电公司,信息化研究,,2025/12/20,2025,,,,chinese,CNKI-20260327180524663.csv,基于深度学习的电网负荷预测与调度优化研究,10.27029/d.cnki.ggdgu.2025.002295,多元不确定性下微电网能量管理的研究
期刊,基于深度学习的电网负荷预测与调度优化研究,林昊,滁州明光市供电公司,信息化研究,,2025/12/20,2025,,,,chinese,CNKI-20260327180524663.csv,基于深度学习的电网负荷预测与调度优化研究,10.19768/j.cnki.dgjs.2025.14.035,基于粒子群算法的微电网调度研究分析
期刊,基于深度学习的电网负荷预测与调度优化研究,林昊,滁州明光市供电公司,信息化研究,,2025/12/20,2025,,,,chinese,CNKI-20260327180524663.csv,基于深度学习的电网负荷预测与调度优化研究,10.3390/ELECTRONICS14244857,ICEEMDAN- and LSTM-Enhanced Hybrid Cosine-Attention iTransformer for Ultra-Short-Term Load Forecasting
外文期刊,基于深度学习的电网负荷预测与调度优化研究,林昊,滁州明光市供电公司,信息化研究,"新能源高渗透与极端天气频发下，传统电网负荷预测难捕捉气象-负荷隐性关联，静态调度也无法适配负荷动态波动，导致发电成本偏高、新能源消纳受阻。因此，本文以某省级电网数据为基础，先构建融合气象特征的CNN-LSTM预测模型，再结合DQN搭建动态调度模型。实验表明，预测RMSE最低达4.2%,较单一LSTM提升12.5%,弃风弃光率2.3%,验证了“预测-调度”联动框架的有效性，为电网优化运行提供支撑。",2025/12/20,2025,,,,english,raw_data(CNKI).csv,基于深度学习的电网负荷预测与调度优化研究,10.1002/ENG2.70570,Short‐Term Residential Load Forecasting With FG‐LSTM‐TA: A Hybrid Deep Learning Approach Integrating Feature Gating and Temporal Attention for Enhanced Prediction Accuracy
外文期刊,基于深度学习的电网负荷预测与调度优化研究,林昊,滁州明光市供电公司,信息化研究,"新能源高渗透与极端天气频发下，传统电网负荷预测难捕捉气象-负荷隐性关联，静态调度也无法适配负荷动态波动，导致发电成本偏高、新能源消纳受阻。因此，本文以某省级电网数据为基础，先构建融合气象特征的CNN-LSTM预测模型，再结合DQN搭建动态调度模型。实验表明，预测RMSE最低达4.2%,较单一LSTM提升12.5%,弃风弃光率2.3%,验证了“预测-调度”联动框架的有效性，为电网优化运行提供支撑。",2025/12/20,2025,,,,english,raw_data(CNKI).csv,基于深度学习的电网负荷预测与调度优化研究,10.1049/RPG2.70162,DBSRad‐LSTM: DBSCAN Clustering for Load Forecasting in Microgrids Using Radial LSTM
外文期刊,基于深度学习的电网负荷预测与调度优化研究,林昊,滁州明光市供电公司,信息化研究,"新能源高渗透与极端天气频发下，传统电网负荷预测难捕捉气象-负荷隐性关联，静态调度也无法适配负荷动态波动，导致发电成本偏高、新能源消纳受阻。因此，本文以某省级电网数据为基础，先构建融合气象特征的CNN-LSTM预测模型，再结合DQN搭建动态调度模型。实验表明，预测RMSE最低达4.2%,较单一LSTM提升12.5%,弃风弃光率2.3%,验证了“预测-调度”联动框架的有效性，为电网优化运行提供支撑。",2025/12/20,2025,,,,english,raw_data(CNKI).csv,基于深度学习的电网负荷预测与调度优化研究,10.26918/d.cnki.ghngc.2025.001579,基于合作博弈的风光储微电网群能量管理研究
期刊,基于火用损能效评估的多能耦合微电网双层协同优化方法,史家驹;杨祺铭;刘达夫;赵若轩;李明昊;陈晨,电工材料电气绝缘全国重点实验室(西安交通大学);国网上海市电力公司浦东供电公司;国家电网有限公司西南分部,电力需求侧管理,,2025/7/15,2025,,国家自然科学基金项目（52377122）,,chinese,CNKI-20260327180524663.csv,基于火用损能效评估的多能耦合微电网双层协同优化方法,10.27034/d.cnki.ggxiu.2025.000594,考虑共享储能与综合需求响应协同的多区域风光微电网优化调度研究
期刊,基于火用损能效评估的多能耦合微电网双层协同优化方法,史家驹;杨祺铭;刘达夫;赵若轩;李明昊;陈晨,电工材料电气绝缘全国重点实验室(西安交通大学);国网上海市电力公司浦东供电公司;国家电网有限公司西南分部,电力需求侧管理,,2025/7/15,2025,,国家自然科学基金项目（52377122）,,chinese,CNKI-20260327180524663.csv,基于火用损能效评估的多能耦合微电网双层协同优化方法,10.13612/j.cnki.cntp.2025.22.001,新能源系统负荷预测优化模型研究
期刊,基于火用损能效评估的多能耦合微电网双层协同优化方法,史家驹;杨祺铭;刘达夫;赵若轩;李明昊;陈晨,电工材料电气绝缘全国重点实验室(西安交通大学);国网上海市电力公司浦东供电公司;国家电网有限公司西南分部,电力需求侧管理,"随着多能互补政策的持续推进，大量不同形式、能源品质各异的能源并入冷热电联供（combined cooling heating and power,CCHP）型微电网，其在微电网中做有用功的能力各不相同。同时，由于当前基于热力学第一定律制定的多能耦合微电网调度策略，难以区分不同形式能源的品质差异，缺乏完备的能源品质指标量化体系，导致各类能源做有用功的能力难以充分发挥。为此，引入基于火用理论的热力学第二定律能量分析方法，构建了考虑新能源并入的多能耦合微电网调度模型，建立了适用于多能耦合微电网的能源品质指标量化体系，制定了一种基于火用理论的多能耦合微电网调度策略，解决了现有调度策略难以充分发挥各类能源做有用功能力的问题。最后，为了实现容量配置与优化调度的协同优化，避免各自独立研究与优化的局限性，基于火用理论构建了多能耦合微电网配置与调度的双层优化模型。",2025/7/15,2025,,国家自然科学基金项目（52377122）,,chinese,raw_data(CNKI).csv,基于火用损能效评估的多能耦合微电网双层协同优化方法,10.27034/d.cnki.ggxiu.2025.000594,考虑共享储能与综合需求响应协同的多区域风光微电网优化调度研究
